"X","Y","DateTime"
"1005.5","559.2","235712809727"
"1007.7","560.0","235712817978"
"1009.1","560.7","235712826368"
"1019.4","570.4","235712834765"
"1020.6","573.0","235712842930"
"1017.9","582.0","235712851441"
"1017.2","567.8","235712859626"
"1018.8","565.3","235712868122"
"1021.8","557.4","235712876260"
"1019.0","561.0","235712884555"
"1009.4","575.9","235712892931"
"1008.1","578.0","235712901252"
"1001.4","576.0","235712909604"
"1004.1","570.4","235712917900"
"998.5","568.3","235712926221"
"984.4","560.4","235712942883"
"1000.4","569.8","235712951203"
"1005.2","576.3","235712959531"
"1014.7","571.7","235712967897"
"1014.0","577.8","235712976193"
"1003.2","570.9","235712984547"
"994.5","579.8","235712992861"
"989.4","571.1","235713001219"
"1014.8","595.7","235713009563"
"1004.6","578.2","235713017881"
"1010.3","588.0","235713026384"
"1005.2","582.2","235713034519"
"1005.1","582.3","235713043070"
"1001.8","574.5","235713051196"
"1003.8","588.0","235713059521"
"999.8","583.2","235713067849"
"999.4","584.2","235713076177"
"1006.0","584.9","235713084522"
"1010.3","590.3","235713092866"
"1011.1","586.9","235713101211"
"1012.8","577.5","235713109525"
"1013.7","566.1","235713117855"
"1012.3","559.2","235713126171"
"1007.5","561.8","235713134511"
"1005.5","567.2","235713142852"
"1004.7","568.7","235713151174"
"985.7","538.1","235713159516"
"986.7","544.5","235713167840"
"988.3","544.8","235713176179"
"998.7","568.3","235713184504"
"1000.8","556.6","235713192831"
"1000.7","555.1","235713201165"
"994.3","565.4","235713209498"
"820.3","578.0","235713226171"
"675.2","568.4","235713234502"
"587.7","545.1","235713242833"
"524.1","536.1","235713251170"
"511.1","529.7","235713259489"
"498.6","511.2","235713267827"
"504.5","546.6","235713276152"
"496.1","541.8","235713284488"
"507.7","543.3","235713292817"
"504.9","539.6","235713301151"
"516.4","539.7","235713317816"
"516.7","542.1","235713326159"
